"orderid","lineid","productid","qtyordered","itemprice","voided","voiddate","fillsiteid","filllocationid","commissiontype","spiff","originalinventorycost","filldate","inventorycostdate","inventoryreceiptdate","addeddate","fillfromsiteid","fillfromlocationid","mainorderid","packageid","salesperson1","salesperson2","percentofsale1","percentofsale2","picked","upcharge","discount","valueforproductid","valueforlineid","valueproductid","valueproductlineid","warrantyproductid","warrantyproductlineid","deliverypoints","takenwith","setup","pickupdiscount","setupcommission","deliverycommission","taxruleid","taxliability","taxbasis","customertax","retailertax","priceauthorizedby","leaveincarton","outletid","outletstatusid","outletdate","serialnumber","outletcomment","originalprice","originalalacarteprice","originalregularprice","promotionid","adjustmentreasonid","autoadjusteduid","autoadjustedvoided","storecardloaded","addedbyapp","interfacedforsalescube","interfacedforforecasting","auditaction","oldorderid","oldlineid","priceoverridereason","lineadded","totalothercost","deleteline","returnlinematched"
"0710555IB18",4,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710555IB18",,gaw,ma,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:52:55.120,Y,N,U,,0,,,0.00,,N
"0710555IB42",1,"947714522",1.00,638.16,N,,,,Z,,,,,,,,,"0710555IB42",,pja,,100.000,,,,0.00,,,,,,,16,N,N,,N,N,,,,,,,N,,,,,,638.16,638.16,638.16,,,,,,2025-07-10 11:25:51.403,Y,N,I,,0,,,0.00,,N
"0710555IB42",3,"638139347",1.00,250.05,N,,,,Z,,,,,,,,,"0710555IB42",,pja,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,250.05,250.05,250.05,,,,,,2025-07-10 11:25:51.403,Y,N,I,,0,,,0.00,,N
"0710555IB42",4,"211639239",1.00,502.05,N,,,,Z,,,,,,,,,"0710555IB42",,pja,,100.000,,,,0.00,,,,,,,35,N,N,,N,N,,,,,,,N,,,,,,502.05,502.05,502.05,,,,,,2025-07-10 11:25:51.403,Y,N,I,,0,,,0.00,,N
"0710555IB86",4,"948607963",1.00,682.00,N,,"01",DC,Z,,361.00,2025-07-10 12:01:46.716,2025-07-04 00:00:00.000,2025-07-04 00:00:00.000,,,,"0710555IB86",,mka,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,682.00,682.00,682.00,,,,,,2025-07-10 12:01:45.277,Y,N,U,,0,,,37.91,,N
"0710555IB86",5,HS169-98-21,1.00,677.87,N,,"01",DC,Z,,360.00,2025-07-10 12:01:46.886,2025-06-27 00:00:00.000,2025-06-27 00:00:00.000,,,,"0710555IB86",,mka,,100.000,,,,0.00,,,"4YEARFCP",15,,,24,N,N,,N,N,,,,,,,N,,,,,,677.87,677.87,677.87,,,,,,2025-07-10 12:01:45.288,Y,N,U,,0,,,21.60,,N
"0710555IB86",7,"119367776",1.00,0.00,N,,,,Z,,,,,,,,,"0710555IB86",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,496.00,496.00,496.00,,,,,,2025-07-10 12:01:45.294,Y,N,I,,0,,,0.00,,N
"0710555IB86",8,"911430452",1.00,39.42,N,,"03",DOCK07,Z,,15.00,2025-07-10 12:01:46.507,2025-03-11 00:00:00.000,2025-03-11 00:00:00.000,,,,"0710555IB86","119367776",mka,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,39.42,0.00,0.00,,,,,,2025-07-10 12:01:45.294,Y,N,U,,0,,,1.65,,N
"0710555IB86",11,"646262429",1.00,23.68,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IB86","119367776",mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,23.68,0.00,0.00,,,,,,2025-07-10 12:01:45.301,Y,N,I,,0,,,2.00,,N
"0710555IB86",12,"899326702",1.00,53.27,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IB86","119367776",mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,53.27,0.00,0.00,,,,,,2025-07-10 12:01:45.301,Y,N,I,,0,,,4.50,,N
"0710555IB86",14,"453371349",1.00,153.77,N,,"01",DC,Z,,64.95,2025-07-10 12:01:46.297,2025-03-24 00:00:00.000,2025-03-24 00:00:00.000,,,,"0710555IB86","119367776",mka,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,153.77,119.00,119.00,,,,,,2025-07-10 12:01:45.311,Y,N,U,,0,,,0.00,,N
"0710555IB86",15,"4YEARFCP",1.00,169.99,N,,,,P,,,,,,,,,"0710555IB86",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,169.99,0.00,0.00,,,,,,2025-07-10 12:07:15.837,Y,N,I,,0,,,0.00,,N
"0710555IC85",3,"880600385",1.00,399.50,N,,"01",DC,Z,,210.00,2025-07-10 12:45:42.223,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,,,,"0710555IC85","825159413",nkr,,100.000,,,,21.03,,,,,,,25,N,N,,N,N,,,,,,,N,,,,,,420.53,0.00,0.00,,,,,,2025-07-10 12:45:41.750,Y,N,U,,0,,,8.40,,N
"0710555IC85",4,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710555IC85",,nkr,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 12:52:21.665,Y,N,I,,0,,,0.00,,N
"0710555ID16",1,"650873377",1.00,1747.97,N,,"01",DC,Z,,825.00,2025-07-10 13:13:14.358,2025-03-06 00:00:00.000,2025-03-06 00:00:00.000,,,,"0710555ID16",,gaw,,100.000,,,,0.00,,,"4YEARFCP",2,,,90,N,N,,N,N,,,,,,,N,,,,,,1747.97,1747.97,1747.97,,,,,,2025-07-10 13:13:14.095,Y,N,U,,0,,,49.50,,N
"0710555ID16",2,"4YEARFCP",1.00,249.99,N,,,,P,,,,,,,,,"0710555ID16",,gaw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,249.99,0.00,0.00,,,,,,2025-07-10 13:13:14.095,Y,N,I,,0,,,0.00,,N
"0710555ID44",1,"497591731",1.00,399.00,N,,,,Z,,,,,,,,,"0710555ID44",,mka,,100.000,,,,0.00,,,,,,,11,N,N,,N,N,,,,,,,N,,,,,,399.00,399.00,399.00,,,,,,2025-07-10 13:55:01.363,Y,N,U,,0,,,24.86,,N
"0710555ID44A",2,"399899726",1.00,87.25,N,,,,Z,,,,,,,,,"0710555ID44",,mka,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,87.25,87.25,87.25,,,,,,2025-07-10 13:55:01.372,Y,N,U,,0,,,2.05,,N
"0710555ID44A",4,"399899726",1.00,87.25,N,,,,Z,,,,,,,,,"0710555ID44",,mka,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,87.25,87.25,87.25,,,,,,2025-07-10 13:55:01.372,Y,N,U,,0,,,2.05,,N
"0710555ID44A",5,"399899726",1.00,87.25,N,,,,Z,,,,,,,,,"0710555ID44",,mka,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,87.25,87.25,87.25,,,,,,2025-07-10 13:55:01.373,Y,N,U,,0,,,2.05,,N
"0710555ID81",3,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710555ID81",,aa,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 14:15:02.562,Y,N,I,,0,,,0.00,,N
"0710555ID82",2,"666530963",1.00,498.27,N,,"01",DC,Z,0.00,150.00,,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,,,,"0710555ID82",,crc,,100.000,,,,0.00,,,,,,,35,N,N,,N,N,,,,,,,N,,,,,,498.27,,,,,,,,2025-07-10 14:22:05.311,N,N,U,,0,,,91.88,,N
"0710555IE12",1,"983314187",1.00,488.40,N,,"01",DC,Z,,140.00,2025-07-10 14:52:53.555,2025-04-21 00:00:00.000,2025-04-21 00:00:00.000,,,,"0710555IE12",,crc,,100.000,,,,0.00,,,,,,,31,N,N,,N,N,,,,,,,N,,,,,,488.40,488.40,488.40,,,,,,2025-07-10 14:52:53.094,Y,N,U,,0,,,80.68,,N
"0710555IE12",2,"666530963",1.00,498.27,N,,"01",DC,Z,,160.00,2025-07-10 14:52:53.432,2025-04-21 00:00:00.000,2025-04-21 00:00:00.000,,,,"0710555IE12",,crc,,100.000,,,,0.00,,,,,,,35,N,N,,N,N,,,,,,,N,,,,,,498.27,498.27,498.27,,,,,,2025-07-10 14:52:53.094,Y,N,U,,0,,,91.88,,N
"0710555IF48",3,"173747034",1.00,97.78,N,,"03",DOCK09,Z,,29.00,2025-07-10 15:19:53.256,2025-03-28 00:00:00.000,2025-03-28 00:00:00.000,,,,"0710555IF48",,pja,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,97.78,97.78,97.78,,,,,,2025-07-10 15:19:52.864,Y,N,U,,0,,,15.79,,N
"0710555IF48",4,"254555882",1.00,170.00,N,,"01",DC,Z,,70.00,2025-07-10 15:19:53.395,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,,,,"0710555IF48",,pja,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,170.00,170.00,170.00,,,,,,2025-07-10 15:19:52.864,Y,N,U,,0,,,0.00,,N
"0710555IF89",1,"505205771",1.00,0.00,N,,,,Z,,,,,,,,,"0710555IF89",,pja,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1150.76,1150.76,1150.76,,,,,,2025-07-01 15:34:26.441,Y,N,U,,0,,,0.00,,N
"0710555IF89",2,"571541405",1.00,526.97,N,,,,Z,,,,,,,,,"0710555IF89","505205771",pja,,100.000,,,,0.00,,,,,,,50,N,N,,N,N,,,,,,,N,,,,,,526.97,526.97,526.97,,,,,,2025-07-01 15:34:26.441,Y,N,U,,0,,,9.91,,N
"0710555IG25",1,SWATCH,1.00,23.59,N,,,,Z,,,,,,,,,"0710555IG25",,nkr,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,23.59,23.59,23.59,,,,,,2025-07-10 15:31:35.723,Y,N,I,,0,,,0.00,,N
"0710555IG25",2,SWATCH,1.00,23.59,N,,,,Z,,,,,,,,,"0710555IG25",,nkr,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,23.59,23.59,23.59,,,,,,2025-07-10 15:31:35.723,Y,N,I,,0,,,0.00,,N
"0710555IG48",2,"650873377",1.00,1747.97,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,90,N,N,,N,N,,,,,,,N,,,,,,1747.97,1747.97,1747.97,,,,,,2025-07-10 15:52:28.389,Y,N,U,,0,,,0.00,,N
"0710555IG48",3,"4YEARFCP",1.00,249.99,Y,2025-07-10 00:00:00.000,,,P,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,249.99,0.00,0.00,,,,,,2025-07-10 15:53:23.767,Y,N,U,,0,,,0.00,,N
"0710555IG48",6,"391394298",1.00,220.91,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IG48","662605705",egb,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,220.91,0.00,0.00,,,,,,2025-07-10 16:00:58.211,Y,N,U,,0,,,0.00,,N
"0710555IG48",7,"161418786",1.00,133.18,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IG48","662605705",egb,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,133.18,0.00,0.00,,,,,,2025-07-10 16:00:58.211,Y,N,U,,0,,,0.00,,N
"0710555IG48",9,"676245572",1.00,373.07,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,373.07,373.07,373.07,,,,,,2025-07-10 16:00:58.211,Y,N,U,,0,,,0.00,,N
"0710555IG48",10,"4YEARFCP",1.00,99.99,Y,2025-07-10 00:00:00.000,,,P,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,99.99,0.00,0.00,,,,,,2025-07-10 16:01:17.657,Y,N,U,,0,,,0.00,,N
"0710555IG48",16,"4YEARFCP",1.00,249.99,N,,,,P,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,249.99,0.00,0.00,,,,,,2025-07-10 16:07:58.562,Y,N,I,,0,,,0.00,,N
"0710555IG63",1,"186577567",1.00,301.00,N,,"55",FLOOR,Z,,227.00,2025-07-10 16:07:39.964,2024-11-27 00:00:00.000,2024-11-27 00:00:00.000,,"55",FLOOR,"0710555IG63",,mka,,100.000,,,,0.00,,,,,,,63,N,N,,N,N,,,,,,mka,N,,,,,,439.38,439.38,439.38,,,,,,2025-07-10 16:07:39.702,Y,N,U,,0,FLOOR,,18.16,,N
"0710555IG63",3,"150-NORETURN",1.00,0.00,N,,,,Z,,,,,,,,,"0710555IG63",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 16:07:39.702,Y,N,I,,0,,,0.00,,N
"0710555IG63",4,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710555IG63",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 16:08:03.590,Y,N,I,,0,,,0.00,,N
"0710555IH92",5,"399899726",1.00,87.25,N,,,,Z,,,,,,,,,"0710555IH92",,mka,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,87.25,87.25,87.25,,,,,,2025-07-10 17:25:31.115,Y,N,I,,0,,,0.00,,N
"0710555IH92",6,"399899726",1.00,87.25,N,,,,Z,,,,,,,,,"0710555IH92",,mka,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,87.25,87.25,87.25,,,,,,2025-07-10 17:25:31.115,Y,N,I,,0,,,0.00,,N
"0710555IH92",3,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710555IH92",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 17:25:31.115,Y,N,I,,0,,,0.00,,N
"0710555IH92",4,"150-NOMOVE",1.00,0.00,N,,,,Z,,,,,,,,,"0710555IH92",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 17:25:31.115,Y,N,I,,0,,,0.00,,N
"0710555IH98",4,"533671013",1.00,293.18,N,,,,Z,,,,,,,,,"0710555IH98",,ef,,100.000,,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,293.18,293.18,293.18,,,,,,2025-07-10 17:29:14.379,Y,N,I,,0,,,25.80,,N
"0710571HY36",1,SSMT4,1.00,69.99,N,,"71",FLOOR-SELLABLE,G,0.00,22.15,,2023-04-18 00:00:00.000,2023-04-18 00:00:00.000,,,,"0710571HY36",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,69.99,,,,BTS,,,,2025-07-10 09:26:03.297,Y,N,U,,0,,,0.00,,N
"0710571IB53",1,"827667950",1.00,799.00,N,,"01",DC,Z,7.00,400.00,2025-07-10 11:32:09.505,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,,,,"0710571IB53",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,799.00,799.00,799.00,,,,,,2025-07-10 11:32:09.175,Y,N,U,,0,,,0.00,,N
"0710571IB53A",2,SSMT5,1.00,79.99,N,,"71",FLOOR,G,,24.60,2025-07-10 11:49:42.804,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,,"71",FLOOR,"0710571IB53",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,79.99,79.99,79.99,,,,,,2025-07-10 11:32:09.184,Y,N,U,,0,,,0.00,,N
"0710571IH65",1,TP10752161,1.00,4099.00,Y,2025-07-10 00:00:00.000,,,Z,40.99,,,,,,,,"0710571IH65",,msz,,100.000,,,,0.00,,,,,,,48,N,N,,N,N,,,,,,,N,,,,,,4099.00,4099.00,4099.00,,,,,,2025-07-10 17:01:14.730,Y,N,U,,0,,,0.00,,N
"0710571IH65",2,"630851215",1.00,1499.00,N,,,,Z,,,,,,,,,"0710571IH65",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,msz,N,,,,,,1499.00,1499.00,1499.00,,,,,,2025-07-10 17:01:14.730,Y,N,U,,0,COMP,,0.00,,N
"0710571IH65",4,HEXELITEZ66,1.00,2400.00,Y,2025-07-10 00:00:00.000,,,Z,24.00,,,,,,,,"0710571IH65",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,2400.00,2400.00,2400.00,,,,,,2025-07-10 17:05:19.508,Y,N,U,,0,,,0.00,,N
"0710571IH65",5,HEXELSU_66,1.00,1199.00,Y,2025-07-10 00:00:00.000,,,Z,12.00,,,,,,,,"0710571IH65",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1199.00,1199.00,1199.00,,,,,,2025-07-10 17:05:19.508,Y,N,U,,0,,,0.00,,N
"0710511HZ51",3,"782430765",1.00,18.76,N,,"11",FLOOR,Z,,7.50,2025-07-10 10:05:01.799,2024-04-10 00:00:00.000,2024-04-10 00:00:00.000,,"11",FLOOR,"0710511HZ51",,dw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,18.76,18.76,18.76,,,,,,2025-07-10 10:05:01.065,Y,N,U,,0,,,0.83,,N
"0710544HZ63",6,"736441336",1.00,152.83,N,,"01",DC,Z,,62.50,2025-07-10 10:02:17.788,2025-04-04 00:00:00.000,2025-04-04 00:00:00.000,,,,"0710544HZ63","963504666",tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,152.83,137.42,137.42,,,,,,2025-07-07 10:47:56.018,Y,N,U,,0,,,2.50,,N
"0710544HZ83",2,"240245983",1.00,169.59,N,,"01",DC,Z,,88.00,2025-07-10 10:13:49.146,2025-06-24 00:00:00.000,2025-06-24 00:00:00.000,,,,"0710544HZ83",,mk,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,169.59,169.59,169.59,,,,,,2025-07-10 10:13:48.869,Y,N,U,,0,,,11.44,,N
"0710571II14A",8,"258016239",1.00,40.00,N,,"71",FLOOR,Z,,45.00,2025-07-10 17:55:07.269,2024-01-23 00:00:00.000,2024-01-23 00:00:00.000,,"71",FLOOR,"0710571II14",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,msz,N,,,,,,89.00,89.00,89.00,,,,,,2025-07-10 17:55:06.997,Y,N,U,,0,FLOOR,,0.00,,N
"0710544IB19",1,"644717786",1.00,239.95,N,,,,Z,,,,,,,,,"0710544IB19",,tkm,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,239.95,239.95,239.95,,,,,,2025-07-10 10:51:29.860,Y,N,U,,0,,,4.34,,N
"0710544IB41",4,"708711772",1.00,206.49,N,,"01",DC,Z,,85.00,2025-07-10 11:21:43.896,2025-03-28 00:00:00.000,2025-03-28 00:00:00.000,,,,"0710544IB41","948195614",tkm,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,206.49,0.00,0.00,,,,,,2025-07-01 16:24:13.156,Y,N,U,,0,,,9.93,,N
"0710544IG47",4,JAC437676180658,1.00,705.96,N,,,,Z,,,,,,,,,"0710544IG47",JACK43763PC,mk,,100.000,,,,0.00,,,,,,,66,N,N,,N,N,,,,,,,N,,,,,,705.96,707.49,707.49,,,,,,2025-07-10 15:51:38.121,Y,N,I,,0,,,0.00,,N
"0710555IB86",3,"313732869",1.00,170.00,N,,"01",DC,Z,,62.00,2025-07-10 12:01:46.128,2025-07-03 00:00:00.000,2025-07-03 00:00:00.000,,,,"0710555IB86",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,170.00,170.00,170.00,,,,,,2025-07-10 12:01:45.277,Y,N,U,,0,,,0.00,,N
"0710530HX83",4,"515136128",1.00,70.49,N,,"01",DC,Z,,29.00,2025-07-10 08:18:32.695,2025-04-01 00:00:00.000,2025-04-01 00:00:00.000,,,,"0710530HX83","731041760",can,,100.000,,,,0.00,,,,,,,2,N,N,,N,N,,,,,,,N,,,,,,70.49,0.00,0.00,,,,,,2025-07-10 08:18:32.349,Y,N,U,,0,,,5.75,,N
"0710511IC91",2,"313732869",1.00,170.00,N,,"01",DC,Z,,62.00,2025-07-10 12:50:34.038,2025-07-03 00:00:00.000,2025-07-03 00:00:00.000,,,,"0710511IC91",,mdm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,170.00,170.00,170.00,,,,,,2025-07-10 12:50:33.477,Y,N,U,,0,,,0.00,,N
"0710530IF37",10,"129955020",1.00,137.00,N,,,,Z,,,,,,,,,"0710530IF37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jec,N,,,,,,219.99,219.99,219.99,,,,,,2025-07-10 15:14:25.376,Y,N,I,,0,COMP,,8.72,,N
"0710530IF37",9,"129955020",1.00,137.00,N,,,,Z,,,,,,,,,"0710530IF37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jec,N,,,,,,219.99,219.99,219.99,,,,,,2025-07-10 15:14:25.376,Y,N,I,,0,COMP,,8.72,,N
"0710530IF37",1,"049633443",1.00,960.28,N,,,,Z,,,,,,,,,"0710530IF37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,rs,N,,,,,,1179.99,1179.99,1179.99,,,,,,2025-07-10 15:14:25.375,Y,N,U,,0,COMP,,47.04,,N
"0710530IC62",2,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710530IC62",,arm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 12:37:05.964,Y,N,I,,0,,,0.00,,N
"0710530IC62",1,"153287021",1.00,1475.29,N,,"01",DC,Z,,684.00,2025-07-10 12:32:19.248,2025-01-09 00:00:00.000,2025-01-09 00:00:00.000,,,,"0710530IC62",,arm,,100.000,,,,0.00,,,,,,,59,N,N,,N,N,,,,,,,N,,,,,,1475.29,1475.29,1475.29,,,,,,2025-07-10 12:32:16.393,Y,N,U,,0,,,68.40,,N
"0710530IB98",3,"595923386",1.00,993.67,N,,"03",DOCK14,Z,,375.00,2025-07-10 12:07:45.553,2025-05-14 00:00:00.000,2025-05-14 00:00:00.000,,,,"0710530IB98",,aeg,,100.000,,,,0.00,,,,,,,24,N,N,,N,N,,,,,,,N,,,,,,993.67,993.67,993.67,,,,,,2025-07-10 10:31:06.035,Y,N,U,,0,,,49.56,,N
"0710511HZ51",5,"730651697",1.00,48.40,N,,"11",FLOOR,Z,,16.64,2025-07-10 10:05:01.729,2025-04-30 00:00:00.000,2025-04-30 00:00:00.000,,"11",FLOOR,"0710511HZ51",,dw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,48.40,48.40,48.40,,,,,,2025-07-10 10:05:01.065,Y,N,U,,0,,,3.33,,N
"0710530HX83",6,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710530HX83",,can,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 09:42:54.406,Y,N,I,,0,,,0.00,,N
"0710521IG93",1,"802580993",1.00,797.97,N,,"01",DC,Z,,307.80,2025-07-10 16:28:30.765,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,,,,"0710521IG93",,djs,,100.000,,,,0.00,,,,,,,60,N,N,,N,N,,,,,,,N,,,,,,797.97,797.97,797.97,,,,,,2025-07-10 16:28:29.832,Y,N,U,,0,,,106.27,,N
"0710521IG93",6,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710521IG93",,djs,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 16:28:29.874,Y,N,I,,0,,,0.00,,N
"0710521IG77",1,"496202099",1.00,2345.82,N,,"03",DOCK13,Z,,825.00,2025-07-10 16:34:06.092,2025-07-09 00:00:00.000,2025-07-09 00:00:00.000,,,,"0710521IG77",,lwe,,100.000,,,,0.00,,,,,,,25,N,N,,N,N,,,,,,lwe,N,,,,,,1987.98,1987.98,1987.98,,,,,,2025-07-10 16:33:42.155,Y,N,U,,0,"60MONTH",,82.50,,N
"0710521IG24",4,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710521IG24",,awd,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 15:49:42.905,Y,N,I,,0,,,0.00,,N
"0710521IG23",2,"154535693",1.00,1238.13,N,,,,Z,,,,,,,,,"0710521IG23",,djs,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1238.13,1238.13,1238.13,,,,,,2025-07-10 15:33:34.668,Y,N,I,,0,,,80.06,,N
"0710521IG23",6,"144567836",1.00,3181.54,N,,,,Z,,,,,,,,,"0710521IG23",,djs,,100.000,,,,0.00,,,,,,,88,N,N,,N,N,,,,,,,N,,,,,,3181.54,3181.54,3181.54,,,,,,2025-07-10 15:44:26.204,Y,N,I,,0,,,150.40,,N
"0710521ID46",5,"134423580",1.00,250.05,N,,"01",DC,Z,,99.00,2025-07-10 13:49:18.529,2025-06-24 00:00:00.000,2025-06-24 00:00:00.000,,,,"0710521ID46",,kwb,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,250.05,250.05,250.05,,,,,,2025-07-07 11:26:14.580,Y,N,U,,0,,,24.18,,N
"0710521ID46",4,"813102448",1.00,638.16,N,,"01",DC,Z,,250.00,2025-07-10 13:49:19.104,2025-05-14 00:00:00.000,2025-05-14 00:00:00.000,,,,"0710521ID46",,kwb,,100.000,,,,0.00,,,,,,,16,N,N,,N,N,,,,,,,N,,,,,,638.16,638.16,638.16,,,,,,2025-07-07 11:26:14.580,Y,N,U,,0,,,48.60,,N
"0710521IC79",1,"998728338",1.00,119.41,N,,"21",FLOOR-SELLABLE,Z,,45.36,2025-07-10 12:41:47.547,2024-06-26 00:00:00.000,2024-06-26 00:00:00.000,,"21",FLOOR-SELLABLE,"0710521IC79",,alg,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,119.41,119.41,119.41,,,,,,2025-07-10 12:40:59.860,Y,N,U,,0,,,13.15,,N
"0710521IB78",7,"798773142",1.00,158.13,N,,,,Z,,,,,,,,,"0710521IB78","662985787",awd,,100.000,,,,0.00,,,,,,,6,N,N,,N,N,,,,,,,N,,,,,,158.13,0.00,0.00,,,,,,2025-07-10 11:52:37.059,Y,N,U,,0,,,19.93,,N
